batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
10,100,14225,8,10,0.637852,22301.40,0.311741,45630.82,0.233600,60894.57,0.268122,53054.27,0.342714,41506.91,0.269053,52870.71,0.488388,29126.43,0.650777,0.079626,0.161333,0.269053,1.160788,0.137404,15,1221728,1359768,10192203,6218,2339,1564,160,9799,2628,2310,157,8458,4888,3793,11,3059,1575,960,5,4361,2320,1602,3,78,0,0,0,15307593580181666499,14425788877480096252,14425788877480096252,10380199479191706710,5884522337856101998,9160380227439754098,1805,1484,0,0,1781,1248
11,100,14412,8,10,0.630669,22851.92,0.319669,45084.18,0.243870,59097.06,0.280156,51442.68,0.348371,41369.73,0.261091,55199.16,0.510801,28214.50,0.644716,0.086899,0.159480,0.261091,1.152185,0.140644,19,1336769,1510694,8908297,7526,2732,1884,498,11914,3095,2753,502,8548,4814,3564,32,3447,1751,1010,5,5070,2694,1836,24,124,0,0,0,15765767866173500617,15863504748350047107,15863504748350047107,8253787167374055303,3559078737400361850,15479483446602048555,1785,1354,0,0,1901,1331
12,100,13180,8,10,0.631173,20881.74,0.311112,42364.13,0.219456,60057.60,0.265757,49594.14,0.333769,39488.43,0.247449,53263.40,0.466601,28246.84,0.644182,0.089356,0.179128,0.247449,1.160115,0.117928,17,1352907,1427502,8842488,5083,1992,1342,59,8610,2205,1984,59,8346,4728,3683,14,2941,1445,873,0,4170,2235,1582,3,62,0,0,0,10465434070103503433,18260015632367671100,18260015632367671100,1370316325450726977,9477586088476213647,5493090138522339953,1789,1433,0,0,1608,1135
13,100,14450,8,10,0.669465,21584.40,0.303455,47618.26,0.250572,57668.14,0.290221,49789.60,0.335567,43061.43,0.247101,58478.14,0.487984,29611.62,0.679616,0.086346,0.167517,0.247101,1.180581,0.151583,20,1359272,1478892,9592941,7029,2626,1829,54,10481,2808,2537,57,10843,6083,4638,25,4405,2130,1365,3,5348,2890,1914,10,104,0,0,0,17232320025699932700,5912932714344454193,5912932714344454193,8509657285768987762,14589209957838234321,8094901247508679487,2370,1802,0,0,2006,1359
14,100,14110,8,10,0.770697,18308.11,0.394172,35796.60,0.899026,15694.77,0.844074,16716.55,0.399733,35298.58,0.287733,49038.57,0.558774,25251.70,0.784268,0.093341,0.180332,0.287733,1.345673,0.140250,17,1490558,1621148,9045153,7568,2651,1934,73,0,0,0,0,0,0,0,0,4609,2192,1384,13,6096,3168,2200,7,140,0,0,0,5693410859241076737,3369918934485571140,5693410859241076737,13817315250285446360,13262185776757020539,3888712400230782705,0,0,0,0,2315,1649
15,100,13388,8,10,0.654966,20440.77,0.323452,41391.05,0.259226,51646.12,0.308391,43412.44,0.345601,38738.26,0.264258,50662.52,0.463611,28877.67,0.668671,0.084043,0.173563,0.264258,1.190534,0.123852,16,1317669,1397509,8443671,5659,2098,1490,39,10788,2418,2297,44,9185,5184,3913,17,4027,1966,1268,0,5638,2972,1988,6,75,0,0,0,12623392605028902801,16382584326935043948,16382584326935043948,9767861672858594256,2615670959243790738,12368462825435942526,1966,1563,0,0,2166,1472
16,100,14314,8,10,0.714331,20038.34,0.375141,38156.31,0.299748,47753.37,0.324844,44064.20,0.374162,38256.21,0.315499,45369.36,0.525914,27217.36,0.726386,0.093732,0.164068,0.315499,1.299685,0.141666,19,1359747,1469697,11725657,6961,2508,1767,44,12580,2834,2650,70,10758,5947,4544,32,5400,2470,1644,2,6710,3376,2427,5,223,0,0,0,2441452051690704883,4743912956221617228,4743912956221617228,1903491953041522788,12343182096346408156,8991292275383372880,2215,1745,0,0,2312,1684
17,100,14382,8,10,0.663520,21675.30,0.325481,44186.90,0.831500,17296.44,0.800229,17972.36,0.370854,38780.80,0.289017,49761.79,0.477343,30129.29,0.682404,0.092623,0.163875,0.289017,1.227919,0.141342,23,1460887,1570802,8682847,7669,2725,2029,110,0,0,0,0,0,0,0,0,5085,2457,1662,5,6649,3421,2291,7,119,0,0,0,14841087524433724176,11066600469467807426,14841087524433724176,3010830788711583772,945251453715199075,6321913424016368176,0,0,0,0,2197,1483
18,100,14191,8,10,0.721933,19656.95,0.372720,38074.20,0.297856,47643.75,0.337847,42004.18,0.401830,35315.95,0.311605,45541.63,0.542374,26164.60,0.737521,0.088540,0.172022,0.311605,1.309687,0.135277,23,1424750,1730090,8115586,7476,2623,1954,92,13549,2914,2721,109,9619,5277,3787,24,4816,2230,1443,2,6197,3145,2117,3,132,0,0,0,14032979804786766536,7926734587855905079,7926734587855905079,11481927878235779113,16001755847561497690,13254295609231704992,1727,1245,0,0,2096,1436
19,100,14870,8,10,0.794353,18719.65,0.416381,35712.52,0.329266,45161.04,0.390699,38059.96,0.453180,32812.57,0.349109,42594.14,0.614376,24203.42,0.807187,0.097429,0.174992,0.349109,1.428716,0.153093,23,1533248,1637083,9397807,8770,3037,2246,158,15159,3309,3095,137,10382,6034,4275,31,5849,2695,1856,7,6656,3440,2413,8,184,0,0,0,1549004920965126961,13223983116289662379,13223983116289662379,15271184425258728223,3966621217060485108,11766544672401193981,2159,1648,0,0,2349,1691
